identifier,description,Justification,Justification_clustered,Salutation,Closing,Self-reference,image,language,format,Script,Material,Business Type,Title,date,latitude,longitude,lat/long,spatial coverage,dcterms:creator,comment
20200623_173423.jpg,הכניסה לחנות אך ורק עם חבישת מסיכות,,,,,חנות,,Hebrew,printed,cursive,paper|pen,בגדים,"2020-06-23 - תל אביב - יפו, לב תל-אביב",2020-06-23,32.0671909,34.771488,32.06719089972223/34.77148799972222,"77, אלנבי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200623_173804.jpg,"בס""ד הכניסה לחנות עם מסכה בלבד!.",,,,,,,Hebrew,hand written,cursive,paper|marker pen,בגדים,"2020-06-23 - תל אביב - יפו, לב תל-אביב",2020-06-23,32.0680246,34.7709829,32.0680246/34.77098289972222,"78, אלנבי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200623_183546.jpg,עטיית מסכה בכניסה למקום חובה לעטות מסיכה,,,,,מקום,אישה עם מסכה,Hebrew,printed,square,paper|print,,"2020-06-23 - תל אביב - יפו, לב תל-אביב",2020-06-23,32.0624031,34.7751193,32.06240309972222/34.7751193,"12, מקוה ישראל, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200623_183731.jpg,על פי הנחיות משרד הבריאות ולמען בטיחותכם ובטיחותנו כניסה למשרד עם מסכה בלבד. תודה,הנחיות משרד הבריאות| בטיחותכם|בטיחותנו,הנחיות משרד הבריאות| בטיחותכם|בטיחותנו,,תודה,משרד,,Hebrew,printed,square,paper|print,משרד?,"2020-06-23 - תל אביב - יפו, לב תל-אביב",2020-06-23,32.061592,34.7754283,32.06159199972222/34.7754283,"גינת השרון, ברזילי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200623_183744.jpg,- חובה לעטות מסכה בכניסה לחנות - נא לשמור מרחק של 2 מטר בין האנשים - נא לשמור מרחק של 2 מטר מהקופה - החנות מכילה עד שתי לקוחות + מוכרת שנהיה בריאים ותתחדשו! www.mayabash.com,,,,שנהיה בריאים ותתחדשו,חנות,<גרפי כלשהו>,Hebrew,printed,square,paper|print,בגדים,"2020-06-23 - תל אביב - יפו, לב תל-אביב",2020-06-23,32.061592,34.7754283,32.06159199972222/34.7754283,"גינת השרון, ברזילי, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200626_085323.jpg,פליז כנסו עם מסכה :) אם אין לכם אנחנו נביא לכם 3>,,,פליז,,,"לב, חיוך",Hebrew,hand written,cursive,paper|marker pen,,"2020-06-26 - תל אביב - יפו, לב תל-אביב",2020-06-26,32.0681035,34.7690154,32.06810349972223/34.7690154,"5, רמב""ם, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200626_094521.jpg,"מסכות, 2 מטר, 2 לקוחות, וכל הג'ז הזה",,,,,,3 לבבות,Hebrew,hand written,cursive,paper|marker pen,בגדי וינאג',"2020-06-26 - תל אביב - יפו, לב תל-אביב",2020-06-26,32.0679891,34.7692253,32.067989099722226/34.7692253,"7, רמב""ם, תל אביב - יפו, לב תל-אביב, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200626_103951.jpg,חובה להכנס עם מסכה,,,,,,,Hebrew,printed,cursive,paper|marker pen,חנות מקררים משומשים,"2020-06-26 - תל אביב - יפו, שפירא",2020-06-26,32.0588834,34.7774659,32.05888339972222/34.777465899999996,"10, הר ציון, תל אביב - יפו, שפירא, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200626_112215.jpg,"בס""ד הכניסה חייבת! במסכה  למען הבריאות הנלחמים בקורונה (מכבדי החוק.) תודה.",,,,הנלחמים בקורונה (מכבדי החוק)|תודה,,,Hebrew,hand written,cursive,paper|marker pen,,"2020-06-26 - תל אביב - יפו, נווה שאנן",2020-06-26,32.059159,34.7743294,32.059158999999994/34.77432939972222,"65, לוינסקי, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200626_112223.jpg,,,,,,,,,,,,,"2020-06-26 - תל אביב - יפו, נווה שאנן",2020-06-26,32.059159,34.7743294,32.059158999999994/34.77432939972222,"65, לוינסקי, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200626_114815.jpg,ללקחות היקרים אנא להצטייד במסיכות פנים לכניסה למסעדה בתודה,,,ללקוחות היקרים,בתודה,מסעדה,,Hebrew,hand written,cursive,paper|marker pen,,"2020-06-26 - שוק לוינסקי, פלורנטין",2020-06-26,32.0600468,34.7725147,32.060046799999995/34.7725147,"80, נחלת בנימין, שוק לוינסקי, פלורנטין, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200626_115548.jpg,הכניסה לחנות תותר רק עם מסיכה! (לא תתאפשר כניסה ללא מסיכה) הכניסה לחנות תתאפשר ל-5 אנשים במקביל! (השאר ימתינו בחוץ),,,,,חנות,,Hebrew,printed,square,paper|printer,,"2020-06-26 - תל אביב - יפו, פלורנטין",2020-06-26,32.0606639,34.7730798,32.060663899999994/34.77307979972222,"1, דה פיג'טו, תל אביב - יפו, פלורנטין, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200626_120126.jpg,הכניסה לחנות במסכה בלבד אנה הקפידו על כך בבקשה!!! תודה!!!,,,,תודה,חנות,,Hebrew,printed,square,paper|printer,,"2020-06-26 - תל אביב - יפו, פלורנטין",2020-06-26,32.0606202,34.7732012,32.060620199999995/34.7732012,"56, יפו, תל אביב - יפו, פלורנטין, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200628_145319.jpg,לקוחות ושליחים יקרים הכניסה רק עם כפפות ומסיכה ומוגבלת לשני אנשים דפוס נהרי,,,לקוחות ושליחים יקרים,,דפוס נהרי,,Hebrew,hand written|printed,square,paper|printer,סידקית,"2020-06-28 - תל אביב - יפו, נווה שאנן",2020-06-28,32.0607733,34.7738989,32.060773299999994/34.77389889972222,"123, אלנבי, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200628_164151.jpg,USE MASK,,,,,,מסכה,English,printed,square,paper|printer,,"2020-06-28 - תל אביב - יפו, נווה שאנן",2020-06-28,32.0587004,34.7771284,32.05870039972222/34.7771284,"41, י.ל. פרץ, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200628_165428.jpg,ATTENTION: No Face Mask No Enter! 2 mitter Distance and check Tep. Before Entering The Shop: Tr:Manegement,,,,,,,English,hand written,cursive,paper|marker pen,,"2020-06-28 - תל אביב - יפו, נווה שאנן",2020-06-28,32.0565534,34.781227,32.05655339972222/34.781227,"62, יסוד המעלה, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200628_175212.jpg,ברשותכם אין להכנס לבית המלאכה בלי מסכה,,,,,בית מלאכה,,Hebrew,hand written,cursive,paper|marker pen,כלובי ציפורים,"2020-06-28 - תל אביב - יפו, נווה שאנן",2020-06-28,32.0568959,34.7743634,32.0568959/34.77436339972222,"17, הקונגרס, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200630_180729.jpg,חובה חבישת מסיכה בכניסה לחנות.,,,ברשותכם,,,,Hebrew,printed,square,paper|printer,,"2020-06-30 - שוק לוינסקי, פלורנטין",2020-06-30,32.0596217,34.7732773,32.059621699999994/34.773277299722224,"13, החלוצים, שוק לוינסקי, פלורנטין, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200630_180852.jpg,"לקוחות יקרים! ע""פ הנחיות משרד הבריאות, יש להצטייד במסיכה ולשמור על היגיינה. תודה",הנחיות משרד הבריאות,הנחיות משרד הבריאות,לקוחות יקרים,תודה,,,Hebrew,hand written,cursive,paper|marker pen,מספרה,"2020-06-30 - שוק לוינסקי, פלורנטין",2020-06-30,32.0598386,34.7724689,32.05983859972222/34.77246889972222,"84, נחלת בנימין, שוק לוינסקי, פלורנטין, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200701_054240.jpg,"לקוחות יקרים! חלה חובת חבישת מסיכה פה ואף במרחב הציבורי בברכה, משתלת ברושים",,,לקוחות יקרים,,משתלת ברושים|מרחב ציבורי,,Hebrew,hand written,cursive,blackboard|marker pen,משתלה,"2020-07-01 - רמת שקמה, רמת גן",2020-07-01,32.044946,34.8136008,32.044945999999996/34.813600799999996,"הטייסים, תל אביב - יפו, רמת שקמה, רמת גן, מחוז תל אביב, ישראל",Yael Netzer,
20200702_074338.jpg,"ע""פ הנחיות משרד הבריות. חובה לעטות מסכה על הפנים בכניסה למשרד. תודה מוכתר סוכנות לביטוח.",הנחיות משרד הבריות,הנחיות משרד הבריאות,,,משרד|מוכתר סוכנות לביטוח,,Hebrew,hand written,cursive,paper|marker pen,סוכנות ביטוח,"2020-07-02 - תל אביב - יפו, עזרא והארגזים",2020-07-02,32.0477374,34.7944219,32.047737399999995/34.794421899999996,"57, לח""י, תל אביב - יפו, עזרא והארגזים, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200702_074440.jpg,"לפי הנחיות  משרד הבריאות תינתן הכניסה -לחנות עם מסכות בלבד!- ""יחד שומרים על החיים""  בתודה סופר הצומת.",הנחיות משרד הבריאות,הנחיות משרד הבריאות,,יחד שומרים על החיים|בתודה,חנות|סופר צמרת,לב,Hebrew,hand written,cursive,paper|marker pen,סופרמרקט,"2020-07-02 - תל אביב - יפו, התקוה",2020-07-02,32.0477923,34.7940199,32.04779229972222/34.794019899999995,"99, אצ""ל, תל אביב - יפו, התקוה, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200703_073655.jpg,אל תכנסו בלי המסכה,,,,,,,Hebrew|Amharic,printed,square,paper|printer,,"2020-07-03 - תל אביב - יפו, נווה שאנן",2020-07-03,32.0568275,34.7796845,32.05682749972222/34.7796845,"105, לוינסקי, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200703_074046.jpg,לקוחות יקרים אין להיכנס לחנות ללא מסכה לפי הוראת פיקוד העורף תודה,הוראות פיקוד העורף,הוראות פיקוד העורף,,תודה,חנות,,Hebrew,printed,square,paper|printer,,"2020-07-03 - תל אביב - יפו, נווה שאנן",2020-07-03,32.0557367,34.782259,32.05573669972222/34.782258999999996,"127, לוינסקי, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200703_074108.jpg,לפי הנחיות משרד הבראות הכניסה עם מסכה בלבד!!!,הנחיות משרד הבראות,הנחיות משרד הבריאות,,,,,Hebrew,hand written,cursive,paper|marker pen,,"2020-07-03 - תל אביב - יפו, נווה שאנן",2020-07-03,32.0564324,34.7813364,32.05643239972222/34.7813364,"61, יסוד המעלה, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200703_103820.jpg,נא לא להוריד מסכות,,,,,,"צילום מסכה כחולה עם לוגו של ""החלוץ 33"" עמותת איילים",Hebrew,printed,square,paper|printer,בית למוזיקה ותרבות,"2020-07-03 - החלוץ, העיר העתיקה",2020-07-03,31.237903,34.7882713,31.237902999722223/34.78827129972222,"החלוץ 33, 33, החלוץ, העיר העתיקה, באר שבע, ישראל",Yael Netzer,
20200703_104401.jpg,פתוח * נא להקפיד על לקוח אחד בחנות * כניסה רק עם מסיכת פה ואף * יש לחטא את הידיים לפני ואחרי נגיעה בכסף,,,,,חנות,,Hebrew|Russian,printed,square,paper|printer,,2020-07-03 - באר שבע,2020-07-03,31.2400559,34.7903353,31.2400559/34.790335299999995,"החלוץ, העיר העתיקה, באר שבע, ישראל",Yael Netzer,
20200703_104531.jpg,הכניסה לחנות רק עם מסכה,,,,,חנות,,Hebrew,printed,square,paper|printer,בגדים,"2020-07-03 - העיר העתיקה, באר שבע",2020-07-03,31.2405345,34.7905538,31.240534499722223/34.79055379972222,"גלידה באר-שבע, הדסה, העיר העתיקה, באר שבע, ישראל",Yael Netzer,
20200703_104925.jpg,חוֹבה לעטות מסכה !,,,,,,,Hebrew,hand written,cursive,paper|marker pen,,2020-07-03 - באר שבע,2020-07-03,31.2396155,34.7889647,31.239615499722223/34.7889647,"ההסתדרות, העיר העתיקה, באר שבע, ישראל",Yael Netzer,
20200703_143618.jpg,הכניסה רק עם מסכה תודה 3> סי דבירה,,,,,סי דבירה,שלוש מסכות,Hebrew,hand written,square,paper|marker pen,בית קפה,2020-07-03 - מועצה אזורית בני שמעון,2020-07-03,31.4221118,34.7861975,31.422111799722224/34.7861975,"דור אלון, כביש חוצה ישראל, מועצה אזורית בני שמעון, ישראל",Yael Netzer,
20200704_174409.jpg,בבקשה לפני כניסה לעסק לשים מסכה,,,,,,,Hebrew,printed,square,paper|printer,,"2020-07-04 - תל אביב - יפו, נווה שאנן",2020-07-04,32.0598126,34.7745518,32.059812599999994/34.77455179972222,"9, י.ל. פרץ, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_174504.jpg,לקוחות יקרים בהתאם להנחיות משרד הבריאות בכל עת ישהו בתוך המספרה לקוח 1 לקוח 1 ימתין בחוץ כל לקוח יצטייד במסכה ובדיקת חום בכניסה תודה על שיתוף הפעולה,הנחיות משרד הבריאות,הנחיות משרד הבריאות,לקוחות יקרים,תודה על שיתוף הפעולה,מספרה,,Hebrew,printed,square,paper|printer,מספרה,"2020-07-04 - תל אביב - יפו, נווה שאנן",2020-07-04,32.0600429,34.7740918,32.06004289972222/34.7740918,"3, י.ל. פרץ, תל אביב - יפו, נווה שאנן, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_174747.jpg,הכניסה אעם מסכה על הפנים בלבד תודה,,,,תודה על שיתוף הפעולה,,,Hebrew,hand written,cursive,paper|marker pen,חנות|מרכז הקסמים בישראל,"2020-07-04 - תל אביב - יפו, פלורנטין",2020-07-04,32.0610201,34.7737162,32.0610201/34.773716199999996,"בית שבתאי-מויאל, אלנבי, תל אביב - יפו, פלורנטין, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_174755.jpg,הכניסה עם מסכות בלבד,,,,,,,Hebrew,printed,square,paper|printer,בית מרקחת,"2020-07-04 - תל אביב - יפו, פלורנטין",2020-07-04,32.0610201,34.7737162,32.0610201/34.773716199999996,"בית שבתאי-מויאל, אלנבי, תל אביב - יפו, פלורנטין, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
20200704_174809.jpg,הכניסה עם מסיכות וכפפות בהתאם להנחיות משרד הבריאות,הנחיות משרד הבריאות,הנחיות משרד הבריאות,,,,צילום כפפות כחולות ומסכה לבנה,Hebrew,printed,square,paper|printer,,"2020-07-04 - תל אביב - יפו, פלורנטין",2020-07-04,32.0610201,34.7737162,32.0610201/34.773716199999996,"בית שבתאי-מויאל, אלנבי, תל אביב - יפו, פלורנטין, תל אביב-יפו, מחוז תל אביב, ישראל",Yael Netzer,
